val/target-am1-charges/readout/rmse/1.0/1.0,val/target-am1bcc-charges/readout/rmse/1.0/0.001,val/target-am1bcc-dipoles/multi_dipole/rmse/1.0/0.01,val/esps/esp/rmse/1.0/0.001,val/loss,epoch,step,train/target-am1-charges/readout/rmse/1.0/1.0,train/target-am1bcc-charges/readout/rmse/1.0/0.001,train/target-am1bcc-dipoles/multi_dipole/rmse/1.0/0.01,train/esps/esp/rmse/1.0/0.001,train/loss,test/target-am1-charges/readout/rmse/1.0/1.0,test/target-am1bcc-charges/readout/rmse/1.0/0.001,test/target-am1bcc-dipoles/multi_dipole/rmse/1.0/0.01,test/esps/esp/rmse/1.0/0.001,test/loss
0.06959269940853119,166.61129760742188,18.418405532836914,10.092803955078125,195.19210815429688,0,0,,,,,,,,,,
0.04283865541219711,18.634342193603516,1.6094918251037598,0.7261448502540588,21.012815475463867,1,1,,,,,,,,,,
0.038206230849027634,76.63887023925781,0.4209802448749542,1.0242338180541992,78.1222915649414,2,2,,,,,,,,,,
0.013835232704877853,64.89424896240234,1.470342993736267,0.9348405599594116,67.31326293945312,3,3,,,,,,,,,,
0.03353884071111679,42.21350860595703,2.790842294692993,1.6348971128463745,46.672786712646484,4,4,,,,,,,,,,
0.018193693831562996,16.07129669189453,1.2704166173934937,0.7394250631332397,18.099332809448242,5,5,,,,,,,,,,
0.02132483944296837,12.19459056854248,1.3371049165725708,0.7605401873588562,14.313560485839844,6,6,,,,,,,,,,
0.02694367803633213,13.135239601135254,1.0627257823944092,0.5611811876296997,14.786089897155762,7,7,,,,,,,,,,
0.016300730407238007,7.4438581466674805,0.4889109134674072,0.19744330644607544,8.146512985229492,8,8,,,,,,,,,,
0.013016274198889732,6.536895275115967,0.5833423137664795,0.32247135043144226,7.455725193023682,9,9,,,,,,,,,,
0.018207957968115807,7.066069602966309,0.49690327048301697,0.208134263753891,7.789315223693848,10,10,,,,,,,,,,
0.007648764178156853,4.844486236572266,0.6238473653793335,0.3230246901512146,5.799007415771484,11,11,,,,,,,,,,
0.012476300820708275,4.432529926300049,0.43002331256866455,0.24485357105731964,5.1198835372924805,12,12,,,,,,,,,,
0.007268930785357952,5.290900707244873,0.16661077737808228,0.09174636751413345,5.5565266609191895,13,13,,,,,,,,,,
0.014660265296697617,3.7852396965026855,0.11871760338544846,0.13587169349193573,4.054489612579346,14,14,,,,,,,,,,
0.013644713908433914,3.788400411605835,0.24406281113624573,0.20864617824554443,4.254754066467285,15,15,,,,,,,,,,
0.007877154275774956,6.786252498626709,0.42877063155174255,0.33753132820129395,7.560431480407715,16,16,,,,,,,,,,
0.009286473505198956,5.262313365936279,0.8827790021896362,0.37713226675987244,6.531511306762695,17,17,,,,,,,,,,
0.006916619371622801,4.90333890914917,0.6953514814376831,0.2649931013584137,5.87060022354126,18,18,,,,,,,,,,
0.006756159011274576,5.853209495544434,0.34821876883506775,0.28165605664253235,6.489840984344482,19,19,,,,,,,,,,
0.008147932589054108,5.048127174377441,0.43223679065704346,0.3033972978591919,5.7919087409973145,20,20,,,,,,,,,,
0.005666665732860565,4.3080668449401855,0.3990020155906677,0.2753901183605194,4.988125801086426,21,21,,,,,,,,,,
0.014684189110994339,8.365415573120117,0.22319820523262024,0.20674684643745422,8.810044288635254,22,22,,,,,,,,,,
0.011973466724157333,6.039231300354004,0.19394339621067047,0.15018218755722046,6.395330429077148,23,23,,,,,,,,,,
0.009091388434171677,6.345066547393799,0.4237179160118103,0.18291285634040833,6.960788726806641,24,24,,,,,,,,,,
0.010197125375270844,6.109705924987793,0.3873594403266907,0.16320158541202545,6.670464515686035,25,25,,,,,,,,,,
0.007090606261044741,3.6088504791259766,0.3273923695087433,0.2146362066268921,4.1579694747924805,26,26,,,,,,,,,,
0.00721075339242816,4.7035627365112305,0.4573218524456024,0.31111177802085876,5.479206562042236,27,27,,,,,,,,,,
0.00882086344063282,3.817699670791626,0.38227778673171997,0.16068854928016663,4.3694868087768555,28,28,,,,,,,,,,
0.007208146620541811,3.932785987854004,0.40691494941711426,0.17030693590641022,4.517216205596924,29,29,,,,,,,,,,
0.011180376634001732,5.661552906036377,0.3668522834777832,0.20640955865383148,6.245995044708252,30,30,,,,,,,,,,
0.009388165548443794,4.1074323654174805,0.3590233027935028,0.15603524446487427,4.631878852844238,31,31,,,,,,,,,,
0.007478113751858473,4.0512495040893555,0.33550721406936646,0.1616784930229187,4.55591344833374,32,32,,,,,,,,,,
0.006862110923975706,4.862865447998047,0.3245140016078949,0.1972397416830063,5.391481399536133,33,33,,,,,,,,,,
0.006720756646245718,3.781661033630371,0.3415756821632385,0.143557608127594,4.273515224456787,34,34,,,,,,,,,,
0.006268309894949198,3.7735300064086914,0.31279176473617554,0.16261747479438782,4.255207538604736,35,35,,,,,,,,,,
0.008213994093239307,3.665907859802246,0.32103273272514343,0.1388394981622696,4.133994102478027,36,36,,,,,,,,,,
0.00676017627120018,4.028595924377441,0.30290016531944275,0.17858584225177765,4.516842365264893,37,37,,,,,,,,,,
0.006062498781830072,3.478494644165039,0.31367090344429016,0.14470301568508148,3.9429309368133545,38,38,,,,,,,,,,
